"","product_id","flower","variety","days_to_germination","sowing","light_preference","soil_requirements","plant_spacing","hardiness_zones","harvest","uses","scientific_name","alternate_names","plant_height","soil","alternate_name","p_h","tips","transplant","direct_seed","dried","stem_length","scientific_names","vase_life","notes","pelleted_seed","direct_seed_recommended","fresh","note","cut_flowers","edible","soil_requirements_2","uses_2","growing_on","scientific_na_me","light_requirements","use","pods","edible_flowers","special_instructions","disease","note_in_hardiness_zones_9_10","planting_bulbs","storage_temperature","alternate_common_names","selection","store_bulbs_if_you_cant_plant_right_away","note_on_tulips_in_hardiness_zones_8_10","mulch","inspecting_your_bulbs","pests_and_diseases","x","light_preferences"
"294","1679","Snapdragon","Costa Mix(F1) Snapdragon Seed","7-14 days at 70-75°F (21-24°C)","Transplant (recommended) - Sow 8-10 weeks before last frost. Light is required for germination, but a fine layer of vermiculite covering the seeds can maintain moisture levels and prevent algae growth. Bottom water or mist lightly to avoid covering the seed with displaced soil. Transplant to cell packs or larger containers when the first true leaves appear, approximately 3-4 weeks after sowing. If desired, for a bushier plant that produces more flower-producing side branches, pinch young plants back by half their height when plants have formed 4-6 leaves or are approximately 3-4 inches tall. Pinching will delay the crop time by a few weeks. If pinching, space plants 6-12 inches apart. Direct seeding is not recommended.","Sun/Part Shade.","Rich, well-drained, moist soil. pH: Neutral soil is preferred.","4-12"".","Annual.","Florets on lower 1/3- 1/2 of the spike are open.",NA,"Antirrhinum majus",NA,"Varies.",NA,NA,NA,NA,NA,NA,NA,"12-60"" When grown as a one cut, stems can be as long as the full height of the plants. When grown for multiple cuts per plant, stems vary in length at 12-36"".",NA,"7-10 daysIdeal storage temperature 32-40°F (0-4°C).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cut flower,edible flower.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","4387","Snapdragon","Madame Butterfly Red(F1) Snapdragon Seed","7-14 days at 70-75°F (21-24°C)","Transplant (recommended) - Sow 8-10 weeks before last frost. Light is required for germination, but a fine layer of vermiculite covering the seeds can maintain moisture levels and prevent algae growth. Bottom water or mist lightly to avoid covering the seed with displaced soil. Transplant to cell packs or larger containers when the first true leaves appear, approximately 3-4 weeks after sowing. If desired, for a bushier plant that produces more flower-producing side branches, pinch young plants back by half their height when plants have formed 4-6 leaves or are approximately 3-4 inches tall. Pinching will delay the crop time by a few weeks. If pinching, space plants 6-12 inches apart. Direct seeding is not recommended.","Sun/Part Shade.","Rich, well-drained, moist soil. pH: Neutral soil is preferred.","4-12"".","Annual.","Florets on lower 1/3- 1/2 of the spike are open.",NA,"Antirrhinum majus",NA,"Varies.",NA,NA,NA,NA,NA,NA,NA,"12-60"" When grown as a one cut, stems can be as long as the full height of the plants. When grown for multiple cuts per plant, stems vary in length at 12-36"".",NA,"7-10 daysIdeal storage temperature 32-40°F (0-4°C).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cut flower,edible flower.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","4385","Snapdragon","Madame Butterfly Ivory(F1) Snapdragon Seed","7-14 days at 70-75°F (21-24°C)","Transplant (recommended) - Sow 8-10 weeks before last frost. Light is required for germination, but a fine layer of vermiculite covering the seeds can maintain moisture levels and prevent algae growth. Bottom water or mist lightly to avoid covering the seed with displaced soil. Transplant to cell packs or larger containers when the first true leaves appear, approximately 3-4 weeks after sowing. If desired, for a bushier plant that produces more flower-producing side branches, pinch young plants back by half their height when plants have formed 4-6 leaves or are approximately 3-4 inches tall. Pinching will delay the crop time by a few weeks. If pinching, space plants 6-12 inches apart. Direct seeding is not recommended.","Sun/Part Shade.","Rich, well-drained, moist soil. pH: Neutral soil is preferred.","4-12"".","Annual.","Florets on lower 1/3- 1/2 of the spike are open.",NA,"Antirrhinum majus",NA,"Varies.",NA,NA,NA,NA,NA,NA,NA,"12-60"" When grown as a one cut, stems can be as long as the full height of the plants. When grown for multiple cuts per plant, stems vary in length at 12-36"".",NA,"7-10 daysIdeal storage temperature 32-40°F (0-4°C).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cut flower,edible flower.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","1948","Snapdragon","Potomac Lavender(F1) Snapdragon Seed","7-14 days at 70-75°F (21-24°C)","Transplant (recommended) - Sow 8-10 weeks before last frost. Light is required for germination, but a fine layer of vermiculite covering the seeds can maintain moisture levels and prevent algae growth. Bottom water or mist lightly to avoid covering the seed with displaced soil. Transplant to cell packs or larger containers when the first true leaves appear, approximately 3-4 weeks after sowing. If desired, for a bushier plant that produces more flower-producing side branches, pinch young plants back by half their height when plants have formed 4-6 leaves or are approximately 3-4 inches tall. Pinching will delay the crop time by a few weeks. If pinching, space plants 6-12 inches apart. Direct seeding is not recommended.","Sun/Part Shade.","Rich, well-drained, moist soil. pH: Neutral soil is preferred.","4-12"".","Annual.","Florets on lower 1/3- 1/2 of the spike are open.",NA,"Antirrhinum majus",NA,"Varies.",NA,NA,NA,NA,NA,NA,NA,"12-60"" When grown as a one cut, stems can be as long as the full height of the plants. When grown for multiple cuts per plant, stems vary in length at 12-36"".",NA,"7-10 daysIdeal storage temperature 32-40°F (0-4°C).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cut flower,edible flower.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","3546","Snapdragon","Potomac Ivory(F1) Snapdragon Seed","7-14 days at 70-75°F (21-24°C)","Transplant (recommended) - Sow 8-10 weeks before last frost. Light is required for germination, but a fine layer of vermiculite covering the seeds can maintain moisture levels and prevent algae growth. Bottom water or mist lightly to avoid covering the seed with displaced soil. Transplant to cell packs or larger containers when the first true leaves appear, approximately 3-4 weeks after sowing. If desired, for a bushier plant that produces more flower-producing side branches, pinch young plants back by half their height when plants have formed 4-6 leaves or are approximately 3-4 inches tall. Pinching will delay the crop time by a few weeks. If pinching, space plants 6-12 inches apart. Direct seeding is not recommended.","Sun/Part Shade.","Rich, well-drained, moist soil. pH: Neutral soil is preferred.","4-12"".","Annual.","Florets on lower 1/3- 1/2 of the spike are open.",NA,"Antirrhinum majus",NA,"Varies.",NA,NA,NA,NA,NA,NA,NA,"12-60"" When grown as a one cut, stems can be as long as the full height of the plants. When grown for multiple cuts per plant, stems vary in length at 12-36"".",NA,"7-10 daysIdeal storage temperature 32-40°F (0-4°C).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cut flower,edible flower.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","4384","Snapdragon","Madame Butterfly Bronze(F1) Snapdragon Seed","7-14 days at 70-75°F (21-24°C)","Transplant (recommended) - Sow 8-10 weeks before last frost. Light is required for germination, but a fine layer of vermiculite covering the seeds can maintain moisture levels and prevent algae growth. Bottom water or mist lightly to avoid covering the seed with displaced soil. Transplant to cell packs or larger containers when the first true leaves appear, approximately 3-4 weeks after sowing. If desired, for a bushier plant that produces more flower-producing side branches, pinch young plants back by half their height when plants have formed 4-6 leaves or are approximately 3-4 inches tall. Pinching will delay the crop time by a few weeks. If pinching, space plants 6-12 inches apart. Direct seeding is not recommended.","Sun/Part Shade.","Rich, well-drained, moist soil. pH: Neutral soil is preferred.","4-12"".","Annual.","Florets on lower 1/3- 1/2 of the spike are open.",NA,"Antirrhinum majus",NA,"Varies.",NA,NA,NA,NA,NA,NA,NA,"12-60"" When grown as a one cut, stems can be as long as the full height of the plants. When grown for multiple cuts per plant, stems vary in length at 12-36"".",NA,"7-10 daysIdeal storage temperature 32-40°F (0-4°C).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cut flower,edible flower.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","1930","Snapdragon","Madame Butterfly Mix(F1) Snapdragon Seed","7-14 days at 70-75°F (21-24°C)","Transplant (recommended) - Sow 8-10 weeks before last frost. Light is required for germination, but a fine layer of vermiculite covering the seeds can maintain moisture levels and prevent algae growth. Bottom water or mist lightly to avoid covering the seed with displaced soil. Transplant to cell packs or larger containers when the first true leaves appear, approximately 3-4 weeks after sowing. If desired, for a bushier plant that produces more flower-producing side branches, pinch young plants back by half their height when plants have formed 4-6 leaves or are approximately 3-4 inches tall. Pinching will delay the crop time by a few weeks. If pinching, space plants 6-12 inches apart. Direct seeding is not recommended.","Sun/Part Shade.","Rich, well-drained, moist soil. pH: Neutral soil is preferred.","4-12"".","Annual.","Florets on lower 1/3- 1/2 of the spike are open.",NA,"Antirrhinum majus",NA,"Varies.",NA,NA,NA,NA,NA,NA,NA,"12-60"" When grown as a one cut, stems can be as long as the full height of the plants. When grown for multiple cuts per plant, stems vary in length at 12-36"".",NA,"7-10 daysIdeal storage temperature 32-40°F (0-4°C).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cut flower,edible flower.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","1945","Snapdragon","Potomac Appleblossom(F1) Snapdragon Seed","7-14 days at 70-75°F (21-24°C)","Transplant (recommended) - Sow 8-10 weeks before last frost. Light is required for germination, but a fine layer of vermiculite covering the seeds can maintain moisture levels and prevent algae growth. Bottom water or mist lightly to avoid covering the seed with displaced soil. Transplant to cell packs or larger containers when the first true leaves appear, approximately 3-4 weeks after sowing. If desired, for a bushier plant that produces more flower-producing side branches, pinch young plants back by half their height when plants have formed 4-6 leaves or are approximately 3-4 inches tall. Pinching will delay the crop time by a few weeks. If pinching, space plants 6-12 inches apart. Direct seeding is not recommended.","Sun/Part Shade.","Rich, well-drained, moist soil. pH: Neutral soil is preferred.","4-12"".","Annual.","Florets on lower 1/3- 1/2 of the spike are open.",NA,"Antirrhinum majus",NA,"Varies.",NA,NA,NA,NA,NA,NA,NA,"12-60"" When grown as a one cut, stems can be as long as the full height of the plants. When grown for multiple cuts per plant, stems vary in length at 12-36"".",NA,"7-10 daysIdeal storage temperature 32-40°F (0-4°C).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cut flower,edible flower.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","1953","Snapdragon","Potomac Yellow(F1) Snapdragon Seed","7-14 days at 70-75°F (21-24°C)","Transplant (recommended) - Sow 8-10 weeks before last frost. Light is required for germination, but a fine layer of vermiculite covering the seeds can maintain moisture levels and prevent algae growth. Bottom water or mist lightly to avoid covering the seed with displaced soil. Transplant to cell packs or larger containers when the first true leaves appear, approximately 3-4 weeks after sowing. If desired, for a bushier plant that produces more flower-producing side branches, pinch young plants back by half their height when plants have formed 4-6 leaves or are approximately 3-4 inches tall. Pinching will delay the crop time by a few weeks. If pinching, space plants 6-12 inches apart. Direct seeding is not recommended.","Sun/Part Shade.","Rich, well-drained, moist soil. pH: Neutral soil is preferred.","4-12"".","Annual.","Florets on lower 1/3- 1/2 of the spike are open.",NA,"Antirrhinum majus",NA,"Varies.",NA,NA,NA,NA,NA,NA,NA,"12-60"" When grown as a one cut, stems can be as long as the full height of the plants. When grown for multiple cuts per plant, stems vary in length at 12-36"".",NA,"7-10 daysIdeal storage temperature 32-40°F (0-4°C).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cut flower,edible flower.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","3309","Snapdragon","Madame Butterfly Rose(F1) Snapdragon Seed","7-14 days at 70-75°F (21-24°C)","Transplant (recommended) - Sow 8-10 weeks before last frost. Light is required for germination, but a fine layer of vermiculite covering the seeds can maintain moisture levels and prevent algae growth. Bottom water or mist lightly to avoid covering the seed with displaced soil. Transplant to cell packs or larger containers when the first true leaves appear, approximately 3-4 weeks after sowing. If desired, for a bushier plant that produces more flower-producing side branches, pinch young plants back by half their height when plants have formed 4-6 leaves or are approximately 3-4 inches tall. Pinching will delay the crop time by a few weeks. If pinching, space plants 6-12 inches apart. Direct seeding is not recommended.","Sun/Part Shade.","Rich, well-drained, moist soil. pH: Neutral soil is preferred.","4-12"".","Annual.","Florets on lower 1/3- 1/2 of the spike are open.",NA,"Antirrhinum majus",NA,"Varies.",NA,NA,NA,NA,NA,NA,NA,"12-60"" When grown as a one cut, stems can be as long as the full height of the plants. When grown for multiple cuts per plant, stems vary in length at 12-36"".",NA,"7-10 daysIdeal storage temperature 32-40°F (0-4°C).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cut flower,edible flower.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","1949","Snapdragon","Potomac Orange(F1) Snapdragon Seed","7-14 days at 70-75°F (21-24°C)","Transplant (recommended) - Sow 8-10 weeks before last frost. Light is required for germination, but a fine layer of vermiculite covering the seeds can maintain moisture levels and prevent algae growth. Bottom water or mist lightly to avoid covering the seed with displaced soil. Transplant to cell packs or larger containers when the first true leaves appear, approximately 3-4 weeks after sowing. If desired, for a bushier plant that produces more flower-producing side branches, pinch young plants back by half their height when plants have formed 4-6 leaves or are approximately 3-4 inches tall. Pinching will delay the crop time by a few weeks. If pinching, space plants 6-12 inches apart. Direct seeding is not recommended.","Sun/Part Shade.","Rich, well-drained, moist soil. pH: Neutral soil is preferred.","4-12"".","Annual.","Florets on lower 1/3- 1/2 of the spike are open.",NA,"Antirrhinum majus",NA,"Varies.",NA,NA,NA,NA,NA,NA,NA,"12-60"" When grown as a one cut, stems can be as long as the full height of the plants. When grown for multiple cuts per plant, stems vary in length at 12-36"".",NA,"7-10 daysIdeal storage temperature 32-40°F (0-4°C).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cut flower,edible flower.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","1952","Snapdragon","Potomac Red(F1) Snapdragon seed","7-14 days at 70-75°F (21-24°C)","Transplant (recommended) - Sow 8-10 weeks before last frost. Light is required for germination, but a fine layer of vermiculite covering the seeds can maintain moisture levels and prevent algae growth. Bottom water or mist lightly to avoid covering the seed with displaced soil. Transplant to cell packs or larger containers when the first true leaves appear, approximately 3-4 weeks after sowing. If desired, for a bushier plant that produces more flower-producing side branches, pinch young plants back by half their height when plants have formed 4-6 leaves or are approximately 3-4 inches tall. Pinching will delay the crop time by a few weeks. If pinching, space plants 6-12 inches apart. Direct seeding is not recommended.","Sun/Part Shade.","Rich, well-drained, moist soil. pH: Neutral soil is preferred.","4-12"".","Annual.","Florets on lower 1/3- 1/2 of the spike are open.",NA,"Antirrhinum majus",NA,"Varies.",NA,NA,NA,NA,NA,NA,NA,"12-60"" When grown as a one cut, stems can be as long as the full height of the plants. When grown for multiple cuts per plant, stems vary in length at 12-36"".",NA,"7-10 daysIdeal storage temperature 32-40°F (0-4°C).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cut flower,edible flower.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
